# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 17 16:27:30 2015
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_jmag:       J-band [mag]
#
rowid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_jmag
7485,K06290.01,,FALSE POSITIVE,1.429430217100,0.923859,2.11217,2902.0700,2098.0,6490.00,4.205,1.3890,12.335,11.353
7486,K06291.01,,CANDIDATE,8.832419280000,0.000000,2.13200,68.2800,999.0,6060.00,4.290,1.1330,13.303,12.166
7487,K06292.01,,FALSE POSITIVE,2.821327913240,0.520877,4.82308,62711.9000,1748.0,6765.00,4.224,1.4710,13.116,12.180
7488,K06293.01,,CANDIDATE,5.888428830000,0.760000,1.06000,136.6000,1125.0,6243.00,4.390,1.0840,14.199,13.124
7489,K06294.01,,FALSE POSITIVE,11.961295749300,0.100000,3.00000,328197.0000,701.4,5578.00,4.578,0.7940,15.308,14.062
7490,K06295.01,,CANDIDATE,204.303801000000,0.795870,32.33300,27841.0000,235.7,4907.00,4.582,0.7270,15.615,13.966
7491,K06296.01,,FALSE POSITIVE,5.499944327400,0.355673,10.08400,41849.8000,1409.0,6916.00,4.253,1.4370,13.370,12.432
7492,K06297.01,,CANDIDATE,2.629869498210,0.655463,6.39880,122869.0000,1292.0,5566.00,4.382,0.9670,14.043,12.601
7493,K06298.01,,FALSE POSITIVE,1.973611430000,0.985000,3.28600,143.3000,1655.0,5870.00,4.235,1.2480,13.954,12.750
7494,K06299.01,,CANDIDATE,0.947537415000,0.902000,1.05800,51.9600,1695.0,5627.00,4.516,0.8170,13.853,12.659
7495,K06300.01,,FALSE POSITIVE,6.627612337390,0.716500,6.12717,234053.0000,1204.0,6316.00,4.231,1.3330,13.558,12.525
7496,K06301.01,,CANDIDATE,50.269689100000,0.400000,5.82000,625.9000,600.0,6517.00,4.349,1.2780,15.923,14.868
7497,K06302.01,,FALSE POSITIVE,28.597883047000,0.364020,7.69841,85762.8000,742.0,6584.00,4.300,1.2430,13.119,12.154
7498,K06303.01,,FALSE POSITIVE,30.475951827000,0.100000,7.50000,343674.0000,591.8,5527.00,4.315,1.0730,13.901,12.598
7499,K06304.01,,FALSE POSITIVE,13.782523100200,0.714820,8.27456,249853.0000,605.2,5246.00,4.604,0.6680,12.809,11.507
7500,K06305.01,,FALSE POSITIVE,1.891231400000,0.860000,3.93000,69.3700,1434.0,5741.00,4.438,0.8840,15.203,13.925
7501,K06306.01,,FALSE POSITIVE,1.846853483500,0.928810,3.18891,14647.9000,1487.0,6181.00,4.547,0.8630,14.469,13.405
7502,K06307.01,,FALSE POSITIVE,10.265612796400,0.674969,5.65414,150883.0000,826.0,5895.00,4.490,0.9130,10.885,9.914
7503,K06308.01,,FALSE POSITIVE,2.163569992040,0.999980,6.50771,50112.0000,1997.0,6425.00,4.040,1.7180,12.155,10.824
7504,K06309.01,,FALSE POSITIVE,0.730918050000,0.900000,1.46000,18.6500,2192.0,6028.00,4.371,1.0780,13.707,12.609
7505,K06310.01,,FALSE POSITIVE,7.047205470000,0.400000,1.26500,256.0000,933.0,5941.00,4.519,0.9110,15.583,14.367
7506,K06311.01,,CANDIDATE,7.047106898300,0.994000,2.95759,66425.0000,1846.0,8162.00,3.973,2.3210,9.002,8.587
7507,K06312.01,,FALSE POSITIVE,1.703345558100,0.100000,2.00000,504520.0000,1216.0,5329.00,4.637,0.6590,12.524,11.260
7508,K06313.01,,FALSE POSITIVE,1.703352535000,0.300000,1.37900,168.1000,1419.0,5747.00,4.547,0.8610,15.191,14.011
7509,K06314.01,,FALSE POSITIVE,20.413590300000,0.902000,3.48000,495.1000,586.0,5514.00,4.569,0.8260,15.380,14.018
7510,K06315.01,,CANDIDATE,5.327389200000,0.460000,2.33800,114.1000,782.3,4905.00,4.593,0.6790,14.440,12.863
7511,K06316.01,,FALSE POSITIVE,67.419580723000,0.847100,7.71595,186974.0000,469.7,6071.00,4.425,0.9620,13.924,12.761
7512,K06317.01,,FALSE POSITIVE,7.363585418900,0.939700,6.11456,123631.0000,1288.0,6793.00,4.208,1.5080,13.102,12.165
7513,K06318.01,,CANDIDATE,5.902578320000,0.870000,2.14000,307.4000,759.7,4960.00,4.627,0.7070,15.734,14.181
7514,K06319.01,,FALSE POSITIVE,33.693040945400,0.100000,5.00000,525960.0000,518.5,5427.00,4.448,0.8990,14.898,13.512
7515,K06320.01,,CANDIDATE,22.802966800000,0.500000,12.39200,54.7700,1045.0,5011.00,3.321,3.3240,13.124,11.535
7516,K06321.01,,FALSE POSITIVE,2.115527233650,0.100000,4.50000,415361.0000,2702.0,7563.00,3.883,2.6380,12.119,11.445
7517,K06322.01,,FALSE POSITIVE,1.015006003000,0.000000,4.90000,68.2000,1980.0,5910.00,4.318,1.1240,14.956,13.735
7518,K06323.01,,FALSE POSITIVE,3.711012797300,0.978700,3.47574,24789.5000,1436.0,6338.00,4.256,1.2470,12.084,11.086
7519,K06324.01,,FALSE POSITIVE,2.976073420000,0.000000,3.89600,60.8900,2615.0,5321.00,3.158,6.6690,13.498,11.965
7520,K06325.01,,FALSE POSITIVE,2.975876740000,0.000000,4.13300,122.0000,1135.0,5481.00,4.508,0.8350,15.669,14.308
7521,K06326.01,,CANDIDATE,14.658014285900,0.760780,3.05573,129562.0000,855.0,5146.00,3.986,1.6260,13.391,11.908
7522,K06327.01,,FALSE POSITIVE,18.839488141800,0.416720,5.63523,186402.0000,738.0,6225.00,4.450,1.0310,15.291,14.209
7523,K06328.01,,FALSE POSITIVE,0.555967587000,0.904000,1.12800,46.9000,3050.0,5445.00,3.776,2.1170,13.755,12.285
7524,K06329.01,,CANDIDATE,12.469907300000,0.200000,3.27200,89.7000,858.0,6201.00,4.416,1.0560,14.024,12.946
7525,K06330.01,,FALSE POSITIVE,3.495459155400,0.769863,6.22235,106580.0000,2580.0,8130.00,3.791,2.8630,13.444,12.591
7526,K06331.01,,CANDIDATE,5.822977300000,0.620000,3.32300,279.9000,913.0,5693.00,4.574,0.8020,15.902,14.573
7527,K06332.01,,FALSE POSITIVE,4.016683669500,0.915800,2.29355,38115.8000,1017.0,5448.00,4.497,0.7940,15.371,14.060
7528,K06333.01,,FALSE POSITIVE,1.891286840000,0.200000,4.77000,55.3700,1715.0,6432.00,4.381,1.1470,15.343,14.258
7529,K06334.01,,FALSE POSITIVE,2.881050576630,0.100000,6.00000,627933.0000,2946.8,8104.00,3.675,3.3690,13.636,12.803
7530,K06335.01,,FALSE POSITIVE,0.806210000000,0.510000,1.05310,63.3800,2047.0,6122.00,4.471,0.9960,13.614,12.507
7531,K06336.01,,FALSE POSITIVE,0.513499758000,0.300000,1.59000,137.5000,2073.0,5495.00,4.495,0.8820,15.630,14.276
7532,K06337.01,,FALSE POSITIVE,0.892084211000,0.919200,1.21900,2623.0000,1725.0,5561.00,4.512,0.8550,13.815,11.951
7533,K06338.01,,CANDIDATE,3.471399933740,0.948310,4.97761,92090.7000,1559.0,6026.00,4.101,1.6890,12.161,11.015
7534,K06339.01,,FALSE POSITIVE,4.176929942600,0.843180,5.02446,71543.9000,942.0,5463.00,4.622,0.7130,15.220,13.921
7535,K06340.01,,FALSE POSITIVE,6.376211170000,0.000000,2.24000,253.3000,919.0,5804.00,4.553,0.8500,15.822,14.633
7536,K06341.01,,CANDIDATE,9.781841900000,0.690000,2.30300,150.6000,962.0,6302.00,4.388,1.0980,15.198,14.062
7537,K06342.01,,CANDIDATE,8.177057580000,0.884000,4.54700,37.4000,1115.0,6501.00,4.281,1.2090,12.419,11.427
7538,K06343.01,,CANDIDATE,569.451540000000,0.000000,10.32000,447.9000,225.5,6117.00,4.496,0.9470,14.542,13.454
7539,K06344.01,,FALSE POSITIVE,0.823012002000,0.620000,1.29000,74.2400,1595.0,5088.00,4.532,0.8130,14.221,12.766
7540,K06345.01,,FALSE POSITIVE,1.353467300000,0.990200,2.40700,193.0000,4239.0,4867.00,2.637,12.8660,12.318,10.459
7541,K06346.01,,CANDIDATE,2.959063750000,0.912000,6.27000,13.4000,1564.0,6192.00,4.195,1.3220,12.913,11.859
7542,K06347.01,,FALSE POSITIVE,1.806603300000,0.898000,1.10000,215.5000,1059.3,4606.00,4.591,0.6990,15.278,13.550
7543,K06348.01,,FALSE POSITIVE,15.066486622700,0.883200,6.25602,112921.0000,852.0,6337.00,4.382,1.1980,14.213,13.228
7544,K06349.01,,FALSE POSITIVE,1.831824297100,0.757260,5.95791,31381.9000,2079.0,5269.00,3.667,2.1830,13.061,11.581
7545,K06350.01,,FALSE POSITIVE,0.738521389000,0.706000,0.73390,139.1400,3058.0,5759.00,3.732,2.4470,12.997,11.692
7546,K06351.01,,FALSE POSITIVE,0.896284950000,0.750000,1.25100,650.4000,1734.0,5551.00,4.493,0.8610,15.261,13.905
7547,K06352.01,,CANDIDATE,5.116976530000,0.690000,2.52400,181.5000,1039.0,5955.00,4.520,0.9100,15.221,13.987
7548,K06353.01,,CANDIDATE,10.071231700000,0.520000,6.81500,47.3800,1363.0,5768.00,3.633,2.8100,13.472,12.213
7549,K06354.01,,FALSE POSITIVE,0.622405145000,0.500000,0.92760,54.1100,2664.0,6661.00,4.341,1.2900,12.920,12.061
7550,K06355.01,,CANDIDATE,4.371937480000,0.540000,2.21600,111.2000,1086.0,5823.00,4.489,0.9190,14.701,13.512
7551,K06355.02,,CANDIDATE,6.728743710000,0.300000,2.07700,108.3000,940.0,5823.00,4.489,0.9190,14.701,13.512
7552,K06356.01,,FALSE POSITIVE,24.090045540000,0.946200,10.92190,6878.1000,551.0,5354.00,4.495,0.8040,14.940,13.591
7553,K06357.01,,FALSE POSITIVE,4.415950050000,0.972200,1.55100,218.1000,1138.0,5977.00,4.473,1.0220,15.417,14.285
7554,K06358.01,,CANDIDATE,3.093695570000,0.000000,1.88600,386.9000,1007.0,5327.00,4.631,0.6910,15.896,14.530
7555,K06359.01,,FALSE POSITIVE,2.666975976700,0.924420,2.05344,6854.5000,1523.0,6602.00,4.426,1.0610,13.968,12.999
7556,K06360.01,,FALSE POSITIVE,15.582798465000,0.970400,3.93350,53783.6000,398.2,3848.00,4.700,0.5550,15.368,13.078
7557,K06361.01,,FALSE POSITIVE,1.528690520000,0.992200,1.92010,33.3700,2551.0,6438.00,3.829,2.2660,11.268,10.662
7558,K06362.01,,FALSE POSITIVE,2.908454169120,0.920230,2.56137,63886.8000,1153.0,5631.00,4.518,0.7640,14.661,13.460
7559,K06363.01,,FALSE POSITIVE,1.540381157400,0.949000,2.43998,46485.0000,1578.1,5780.00,4.438,1.0000,13.760,16.643
7560,K06364.01,,FALSE POSITIVE,1.540341443900,0.010000,2.19460,24005.0000,2851.0,7394.00,3.897,2.2830,7.570,7.066
7561,K06365.01,,FALSE POSITIVE,2.344129297000,0.100000,0.75590,81.1100,1798.0,5313.00,3.835,2.0950,13.419,11.952
7562,K06366.01,,FALSE POSITIVE,0.918481790000,0.000000,2.01900,31.0300,2207.0,6444.00,4.376,1.2000,13.476,12.523
7563,K06367.01,,FALSE POSITIVE,1.341066256150,0.300000,3.58232,105185.0000,1953.0,6338.00,4.321,1.1960,13.682,12.716
7564,K06368.01,,CANDIDATE,9.458704900000,0.897000,3.66000,288.8000,927.0,6210.00,4.450,1.0330,15.812,14.715
7565,K06369.01,,FALSE POSITIVE,25.953449400000,0.000000,5.66000,552.6000,554.0,5591.00,4.559,0.8600,15.790,14.524
7566,K06370.01,,FALSE POSITIVE,3.495455900000,0.680000,3.91100,57.7100,1081.0,5582.00,4.551,0.8500,14.248,13.055
7567,K06371.01,,FALSE POSITIVE,25.952484510600,0.100000,10.50000,409815.0000,904.0,6569.00,4.008,1.7290,9.277,8.594
7568,K06372.01,,CANDIDATE,71.006979000000,0.730000,5.55000,169.5000,418.9,5847.00,4.526,0.8490,14.603,13.370
7569,K06373.01,,FALSE POSITIVE,31.024306976600,0.923850,7.62496,97019.5000,645.0,6021.00,4.324,1.1370,12.512,11.408
7570,K06374.01,,FALSE POSITIVE,0.634111740000,0.697000,1.95300,23.4000,2487.0,6428.00,4.345,1.1090,12.939,12.010
7571,K06375.01,,CANDIDATE,2.908162800000,0.200000,1.96800,112.0000,1219.0,5887.00,4.545,0.8660,14.557,13.378
7572,K06376.01,,FALSE POSITIVE,1.992098473850,0.947300,3.91313,65821.3000,1436.0,6024.00,4.523,0.9000,14.985,13.810
7573,K06377.01,,FALSE POSITIVE,4.318725766100,0.900100,2.68142,61540.1000,1091.0,5896.00,4.518,0.9160,15.690,14.518
7574,K06378.01,,FALSE POSITIVE,3.225986840000,0.898000,1.67400,42.7800,1552.0,6475.00,4.234,1.2540,13.430,12.483
7575,K06379.01,,FALSE POSITIVE,76.451833780000,0.991700,5.10070,9939.6000,291.4,4831.00,4.713,0.5400,15.312,13.748
7576,K06380.01,,FALSE POSITIVE,7.698430917900,0.980300,5.43548,50162.3000,881.0,5778.00,4.503,0.8810,15.451,14.148
7577,K06381.01,,FALSE POSITIVE,0.504290677600,0.446000,0.91007,1869.8000,2697.0,6140.00,4.243,1.1870,13.318,12.286
7578,K06382.01,,FALSE POSITIVE,5.194256312800,0.356592,7.13573,41327.5000,1683.0,6385.00,3.781,2.0300,12.739,11.526
7579,K06383.01,,FALSE POSITIVE,61.422491247600,0.100000,2.00000,343192.0000,325.0,4858.00,4.688,0.6120,14.951,13.446
7580,K06384.01,,CANDIDATE,566.285630000000,0.200000,14.48000,1166.0000,203.2,5829.00,4.575,0.8020,15.992,14.765
7581,K06385.01,,CANDIDATE,4.880473988800,0.100000,10.50000,93425.9000,1670.1,6468.00,3.893,2.0480,13.773,12.691
7582,K06386.01,,FALSE POSITIVE,2.756543839600,0.300000,1.18130,3433.8000,1580.0,5496.00,4.020,1.6690,13.485,12.133
7583,K06387.01,,FALSE POSITIVE,13.995852028000,0.978400,4.95340,19446.9000,1202.0,5638.00,3.597,2.7030,12.120,10.890
7584,K06388.01,,FALSE POSITIVE,4.320850241880,0.953180,4.21457,78206.9000,1221.0,6098.00,4.384,1.0830,13.928,13.016
7585,K06389.01,,FALSE POSITIVE,8.653225920000,0.200000,3.35100,127.2000,791.0,5611.00,4.563,0.7990,14.815,13.535
7586,K06390.01,,CANDIDATE,2.598710278140,0.933300,6.42932,110384.0000,1785.0,6248.00,4.050,1.5280,13.961,12.764
7587,K06391.01,,CANDIDATE,2.183537984500,0.418000,3.19070,2269.8200,453.8,3200.00,5.109,0.1850,11.296,8.046
7588,K06392.01,,FALSE POSITIVE,383.617120000000,0.700000,12.99000,344.1000,248.3,6011.00,4.522,0.9020,14.481,13.381
7589,K06393.01,,FALSE POSITIVE,1.945913203500,0.977100,2.78222,8846.0000,1418.0,5967.00,4.516,0.8300,15.439,14.179
7590,K06394.01,,FALSE POSITIVE,3.684365985000,0.330000,1.74220,52.7200,2471.0,9589.00,4.152,2.0950,10.483,10.309
7591,K06395.01,,CANDIDATE,11.257975373700,0.100000,15.00000,578804.0000,1272.2,6915.00,4.012,1.8750,12.538,11.185
7592,K06396.01,,FALSE POSITIVE,21.858965019000,0.902700,6.32016,117969.0000,925.0,5923.00,3.904,2.0600,13.916,12.672
7593,K06397.01,,FALSE POSITIVE,1.461253419000,0.700000,1.54400,201.0000,1255.0,5227.00,4.649,0.6780,15.722,14.344
7594,K06398.01,,CANDIDATE,9.402209830000,0.310000,1.76620,97.2000,2309.0,4597.00,2.420,13.8740,10.590,8.749
7595,K06399.01,,CANDIDATE,6.768833780000,0.000000,3.50000,107.2000,1018.0,5737.00,4.327,1.1250,14.725,13.468
7596,K06400.01,,FALSE POSITIVE,9.543585096500,0.925930,3.71044,68079.2000,728.0,5490.00,4.577,0.6940,12.256,11.013
7597,K06401.01,,CANDIDATE,1.961389590000,0.280000,4.75000,43.2600,1901.0,6613.00,4.241,1.4040,13.749,12.801
7598,K06402.01,,FALSE POSITIVE,1.161015430000,0.969000,2.47600,123.1000,2164.0,6661.00,4.341,1.2900,15.742,14.637
7599,K06403.01,,FALSE POSITIVE,0.792009121000,0.903000,1.66000,71.4700,1300.8,4447.00,4.632,0.6250,14.498,12.692
7600,K06404.01,,FALSE POSITIVE,10.643831205100,0.100000,4.50000,441055.0000,675.2,5282.00,4.578,0.6940,14.343,12.982
7601,K06405.01,,FALSE POSITIVE,1.731722750000,0.878000,3.04000,54.4200,1635.0,5749.00,4.296,1.1650,15.019,13.757
7602,K06406.01,,FALSE POSITIVE,8.653062210000,0.895000,1.37500,370.3000,734.0,5210.00,4.538,0.7490,15.415,14.022
7603,K06407.01,,FALSE POSITIVE,1.195618169910,0.100000,4.50000,3995.2300,1988.9,5583.00,4.115,1.4130,14.327,12.994
7604,K06408.01,,FALSE POSITIVE,0.550537344000,0.729000,1.13900,65.6200,4986.0,8092.00,3.725,3.2670,11.456,10.854
7605,K06409.01,,CANDIDATE,19.930671400000,0.520000,7.55200,82.7000,961.0,5500.00,3.775,2.4910,13.370,11.989
7606,K06410.01,,CANDIDATE,2.534388140000,0.994600,3.17300,47.5200,1607.0,6395.00,4.292,1.1740,13.920,12.884
7607,K06411.01,,FALSE POSITIVE,61.259562338000,0.709900,12.29770,236034.0000,447.3,5912.00,4.532,0.8890,15.518,14.263
7608,K06412.01,,FALSE POSITIVE,0.872360738894,0.100000,2.50000,313505.0000,2113.1,6240.00,4.391,1.0480,14.742,13.549
7609,K06413.01,,FALSE POSITIVE,374.315574439000,0.100000,5.00000,288403.0000,240.9,5997.00,4.572,0.8150,15.369,14.209
7610,K06414.01,,CANDIDATE,2.813964774690,0.100000,4.50000,453826.0000,1471.1,6280.00,4.361,1.1150,13.858,12.852
7611,K06415.01,,CANDIDATE,0.629290295000,0.300000,1.05350,379.5000,2102.0,5628.00,4.388,0.9760,14.027,12.500
7612,K06416.01,,FALSE POSITIVE,1.225733416900,0.903000,2.17000,102714.0000,1703.0,5780.00,4.438,1.0000,17.431,13.374
7613,K06417.01,,FALSE POSITIVE,0.751407561200,0.954720,1.96734,15605.4000,1926.0,5697.00,4.460,0.9030,15.596,14.333
7614,K06418.01,,FALSE POSITIVE,0.866356635000,0.900000,1.22000,111.7800,3713.6,4943.00,3.050,5.6200,12.945,11.241
7615,K06419.01,,FALSE POSITIVE,2.242896660000,0.900000,2.50700,27.9500,1654.0,6082.00,4.195,1.1840,13.182,12.050
7616,K06420.01,,CANDIDATE,0.572083799000,0.350600,1.79522,109913.0000,1717.0,5233.00,4.625,0.6390,14.235,12.803
7617,K06421.01,,FALSE POSITIVE,0.822278560000,0.700000,2.77000,24.0200,1922.0,5709.00,4.409,0.9380,13.230,12.022
7618,K06422.01,,FALSE POSITIVE,31.005407730200,0.100000,1.50000,559260.0000,682.5,5023.00,3.900,1.7840,14.991,13.359
7619,K06423.01,,FALSE POSITIVE,2.189124226000,0.700000,2.40100,1106.7000,648.2,3623.00,4.847,0.4100,15.999,13.620
7620,K06424.01,,FALSE POSITIVE,17.511866960000,0.090000,5.38180,631.7900,2246.0,4029.00,1.786,20.8880,9.242,6.709
7621,K06425.01,,CANDIDATE,521.105350000000,0.822000,14.54000,231.9000,231.3,5942.00,4.432,0.9470,14.163,13.006
7622,K06426.01,,FALSE POSITIVE,41.370850500000,0.834730,12.08690,4381.0000,1133.0,4764.00,2.777,6.8830,12.799,10.998
7623,K06427.01,,FALSE POSITIVE,1.306218049700,0.100000,3.00000,425284.0000,2096.1,6600.00,4.238,1.1240,13.242,12.250
7624,K06428.01,,FALSE POSITIVE,631.631850000000,0.000000,10.96000,319.5000,200.9,5689.00,4.493,0.8940,14.358,13.090
7625,K06429.01,,FALSE POSITIVE,252.162596900000,0.670300,23.85000,116659.0000,243.0,5427.00,4.596,0.7510,15.793,14.472
7626,K06430.01,,FALSE POSITIVE,2.234160129000,0.480000,2.12460,97.8200,1738.0,6616.00,4.329,1.2980,13.411,12.437
7627,K06431.01,,FALSE POSITIVE,22.271199600000,0.895900,4.59124,181345.0000,515.0,5068.00,4.556,0.7300,15.362,13.821
7628,K06432.01,,FALSE POSITIVE,73.894158143000,0.254290,9.49597,217703.0000,392.6,5442.00,4.469,0.8410,15.329,13.993
7629,K06433.01,,FALSE POSITIVE,1.124037196980,0.100000,3.50000,257473.0000,2559.0,7141.00,4.202,1.5810,13.016,12.137
7630,K06434.01,,FALSE POSITIVE,2.796670424100,0.997700,2.99538,3152.0000,1661.0,6331.00,4.146,1.3260,13.742,12.636
7631,K06435.01,,FALSE POSITIVE,7.644357196500,0.100000,3.50000,401290.0000,641.2,4464.00,4.577,0.7190,15.993,14.002
7632,K06436.01,,FALSE POSITIVE,1.835937228200,1.000000,5.05380,29806.0000,1501.0,5930.00,4.472,0.9760,13.134,11.949
7633,K06437.01,,FALSE POSITIVE,1.154899522000,1.000000,2.31000,543.0000,1096.2,4254.00,4.634,0.6240,14.785,12.797
7634,K06438.01,,FALSE POSITIVE,0.962870319000,0.900000,1.57900,251.6000,2343.0,6300.00,4.188,1.4040,12.221,11.419
7635,K06439.01,,FALSE POSITIVE,63.680651377300,0.100000,9.00000,360980.0000,485.9,5979.00,4.386,1.0540,14.995,13.915
7636,K06441.01,,FALSE POSITIVE,9.455588710960,0.767420,8.40718,115980.0000,1972.0,7221.00,3.488,4.2400,11.554,10.748
7637,K06442.01,,FALSE POSITIVE,1.246578940490,0.403494,4.15609,364535.0000,1768.0,6266.00,4.487,0.8920,14.283,13.236
7638,K06443.01,,FALSE POSITIVE,0.898891870000,0.000000,2.31000,23.6500,1891.0,5823.00,4.445,0.9810,14.173,12.997
7639,K06444.01,,FALSE POSITIVE,3.454259310000,0.730000,2.98900,153.1000,741.8,4195.00,4.670,0.6330,15.726,13.765
7640,K06445.01,,FALSE POSITIVE,7.304446551100,0.811500,4.06264,145117.0000,931.0,6024.00,4.523,0.9000,14.989,13.803
7641,K06446.01,,FALSE POSITIVE,1.181052840500,0.742960,2.46998,52303.5000,1389.0,5229.00,4.580,0.6920,15.725,14.297
7642,K06447.01,,FALSE POSITIVE,1.120928900000,0.000000,3.57000,38.6700,2465.0,6705.00,4.145,1.6080,12.964,12.052
7643,K06447.02,,CANDIDATE,91.647842000000,0.400000,6.30000,345.2000,568.0,6705.00,4.145,1.6080,12.964,12.052
7644,K06448.01,,FALSE POSITIVE,1.874967303700,0.808597,7.62286,29449.9000,3446.0,4771.00,2.610,7.5490,10.805,9.132
7645,K06449.01,,CANDIDATE,29.931370400000,0.200000,3.37000,368.5000,517.3,5551.00,4.570,0.8090,15.671,14.338
7646,K06450.01,,CANDIDATE,0.602242760000,0.700000,1.93900,34.7900,2697.0,6510.00,4.256,1.2280,12.361,11.399
7647,K06451.01,,FALSE POSITIVE,2.404321300000,0.300000,3.45000,23.4000,1323.0,5505.00,4.373,0.9770,12.632,11.442
7648,K06452.01,,FALSE POSITIVE,21.926585200000,0.100000,10.30000,210.5000,618.0,5853.00,4.544,0.8680,15.407,14.194
7649,K06453.01,,FALSE POSITIVE,25.705414235800,0.100000,7.50000,485307.0000,582.7,5648.00,4.489,0.9120,13.592,12.373
7650,K06454.01,,CANDIDATE,27.217679800000,0.200000,2.26100,194.0000,667.0,6263.00,4.404,1.0190,15.000,13.843
7651,K06455.01,,FALSE POSITIVE,501.927210000000,0.400000,9.66000,286.7000,254.5,6316.00,4.413,1.0360,14.131,13.052
7652,K06456.01,,FALSE POSITIVE,4.426343500300,0.655700,5.96475,288494.0000,1316.0,6228.00,4.277,1.2260,13.501,12.537
7653,K06457.01,,FALSE POSITIVE,0.957822956180,0.896900,3.35510,135811.0000,2360.0,6018.00,4.122,1.6400,13.988,12.802
7654,K06458.01,,FALSE POSITIVE,5.024769224300,0.713040,3.89876,42658.5000,1159.0,6322.00,4.444,0.9890,14.355,13.315
7655,K06459.01,,FALSE POSITIVE,30.960433439000,0.100000,10.50000,346519.0000,500.4,5197.00,4.476,0.8480,12.450,11.320
7656,K06460.01,,CANDIDATE,1.235131651590,0.100000,4.50000,9145.4500,2482.9,7012.00,4.173,1.6620,11.108,10.351
7657,K06461.01,,FALSE POSITIVE,1.235158630000,0.740000,3.43000,63.1500,1826.0,6210.00,4.450,1.0330,15.005,13.930
7658,K06462.01,,FALSE POSITIVE,1.235166160000,0.836000,3.39000,74.6800,1743.0,5930.00,4.436,0.9970,14.712,13.342
7659,K06463.01,,FALSE POSITIVE,0.890352648000,0.700000,1.94700,138.4000,5716.0,4981.00,2.437,18.3740,13.915,12.087
7660,K06464.01,,FALSE POSITIVE,20.000243709000,0.978700,4.97150,13386.9000,742.0,6363.00,4.444,1.0350,13.718,12.714
7661,K06464.02,,FALSE POSITIVE,225.662803000000,0.200000,14.01000,520.6000,330.7,6363.00,4.444,1.0350,13.718,12.714
7662,K06464.03,,FALSE POSITIVE,541.739465000000,0.000000,10.38800,1096.4000,247.0,6363.00,4.444,1.0350,13.718,12.714
7663,K06465.01,,FALSE POSITIVE,4.247507140000,0.000000,3.30100,112.7000,1079.0,5807.00,4.524,0.9220,15.146,13.967
7664,K06466.01,,FALSE POSITIVE,1.000024889000,0.900000,1.27800,41.8300,3232.0,5295.00,3.352,4.3190,11.942,10.539
7665,K06467.01,,FALSE POSITIVE,0.878803898272,0.100000,1.50000,406006.0000,1347.6,4524.00,4.566,0.7370,15.929,13.896
7666,K06468.01,,FALSE POSITIVE,1.560163487060,0.609250,3.36209,214801.0000,1223.0,4926.00,4.548,0.7490,13.871,12.132
7667,K06469.01,,CANDIDATE,34.188302471900,0.911700,3.02631,117688.0000,660.0,5757.00,4.134,1.3450,12.869,11.702
7668,K06470.01,,FALSE POSITIVE,8.653076370000,0.430000,0.97900,552.9000,764.0,5301.00,4.528,0.8400,15.639,14.186
7669,K06471.01,,FALSE POSITIVE,8.653121380000,0.850000,1.45700,181.1000,493.1,3928.00,4.704,0.5500,15.109,12.953
7670,K06472.01,,FALSE POSITIVE,0.796812860000,0.300000,1.07810,49.3700,2958.0,5039.00,3.465,2.8130,11.971,10.444
7671,K06473.01,,FALSE POSITIVE,26.951266199000,1.000000,8.46270,85638.0000,799.0,6689.00,4.249,1.3930,11.957,11.027
7672,K06474.01,,FALSE POSITIVE,18.112113102000,0.954700,6.79281,116624.0000,1070.0,7328.00,4.166,1.7250,13.627,12.771
7673,K06475.01,,CANDIDATE,4.845066660000,0.867000,1.83300,427.8000,503.7,3694.00,4.854,0.4000,13.731,11.503
7674,K06476.01,,FALSE POSITIVE,4.408302279000,0.969500,3.90392,30554.8000,952.0,5491.00,4.587,0.7550,14.984,13.637
7675,K06477.01,,FALSE POSITIVE,8.665307775000,0.000000,2.17000,1747.4000,1379.0,6071.00,3.796,2.3890,13.852,12.550
7676,K06478.01,,FALSE POSITIVE,4.726086057050,0.904700,4.38305,187688.0000,1036.0,5887.00,4.545,0.8660,15.181,13.954
7677,K06479.01,,FALSE POSITIVE,8.643541301500,0.906900,3.10880,69808.5000,787.0,5701.00,4.595,0.7580,15.414,14.171
7678,K06480.01,,FALSE POSITIVE,1.061005708000,0.440000,1.76600,95.9000,1794.0,5966.00,4.493,0.9610,15.140,13.940
