# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 18 14:15:05 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
#
rowid,pl_hostname,pl_letter,pl_orbper,st_teff,st_rad,pl_eqt,pl_trandep,pl_trandur,pl_imppar,st_logg
1113,Kepler-263,b,16.56808700,5265.00,0.79,,,0.1726000,0.0800,4.58
1114,Kepler-263,c,47.33277300,5265.00,0.79,,,0.1279000,0.0600,4.58
1115,Kepler-264,b,40.80623100,6158.00,1.55,,,0.5939000,0.9300,4.15
1116,Kepler-264,c,140.10126100,6158.00,1.55,,,0.7472000,0.4400,4.15
1117,Kepler-265,b,6.84626200,5835.00,1.10,,,0.1496000,0.6400,4.33
1118,Kepler-265,c,17.02893700,5835.00,1.10,,,0.1972000,0.3400,4.33
1119,Kepler-265,d,43.13061700,5835.00,1.10,,,0.1277000,0.6900,4.33
1120,Kepler-265,e,67.83102400,5835.00,1.10,,,0.2944000,0.0200,4.33
1121,Kepler-266,b,6.61833000,5885.00,1.03,,,0.1549000,0.3600,4.45
1122,Kepler-266,c,107.72360100,5885.00,1.03,,,0.3367000,0.3200,4.45
1123,Kepler-267,b,3.35372800,4258.00,0.56,,,0.0622000,0.2200,4.73
1124,Kepler-267,c,6.87745000,4258.00,0.56,,,0.0563000,0.1900,4.73
1125,Kepler-267,d,28.46451500,4258.00,0.56,,,0.1143000,0.4800,4.73
1126,Kepler-268,b,25.93413800,6081.00,1.27,,,0.1905000,0.0700,4.29
1127,Kepler-268,c,83.44639300,6081.00,1.27,,,0.3008000,0.9100,4.29
1128,Kepler-269,b,5.32671800,5847.00,0.96,,,0.1411000,0.6200,4.50
1129,Kepler-269,c,8.12789900,5847.00,0.96,,,0.1625000,0.6100,4.50
1130,Kepler-27,b,15.33480000,5400.00,0.59,,,0.1446000,,5.40
1131,Kepler-27,c,31.33090000,5400.00,0.59,,,0.1979000,,5.40
1132,Kepler-270,b,11.47609400,6067.00,1.46,,,0.2027000,0.1400,4.20
1133,Kepler-270,c,25.26288700,6067.00,1.46,,,0.1541000,0.1000,4.20
1134,Kepler-271,b,5.21773800,5524.00,0.88,,,0.1411000,0.1000,4.49
1135,Kepler-271,c,7.41093500,5524.00,0.88,,,0.1422000,0.2000,4.49
1136,Kepler-272,b,2.97135300,5297.00,0.93,,,0.1103000,0.0400,4.43
1137,Kepler-272,c,6.05734200,5297.00,0.93,,,0.1540000,0.0300,4.43
1138,Kepler-272,d,10.93730400,5297.00,0.93,,,0.1285000,0.8900,4.43
1139,Kepler-273,b,2.93653200,5626.00,0.81,,,0.0710000,0.0400,4.51
1140,Kepler-273,c,8.01492700,5626.00,0.81,,,0.1408000,0.9400,4.51
1141,Kepler-274,b,11.63478800,6023.00,1.01,,,0.2309000,0.2000,4.44
1142,Kepler-274,c,33.19786100,6023.00,1.01,,,0.1893000,0.1400,4.44
1143,Kepler-275,b,10.30068200,6165.00,1.38,,,0.2070000,0.5700,4.23
1144,Kepler-275,c,16.08813400,6165.00,1.38,,,0.2453000,0.0600,4.23
1145,Kepler-275,d,35.67606200,6165.00,1.38,,,0.3181000,0.7300,4.23
1146,Kepler-276,b,14.12841000,6105.00,1.05,,,0.1555000,0.8500,4.45
1147,Kepler-276,c,31.88400000,6105.00,1.05,,,,,4.45
1148,Kepler-276,d,48.64800000,6105.00,1.05,,,,,4.45
1149,Kepler-277,b,17.32400000,5946.00,1.69,,,,,4.03
1150,Kepler-277,c,33.00600000,5946.00,1.69,,,,,4.03
1151,Kepler-278,b,30.16054600,4991.00,2.94,,,0.3128000,0.3700,3.62
1152,Kepler-278,c,51.07877500,4991.00,2.94,,,0.4715000,0.7600,3.62
1153,Kepler-279,b,12.30968100,6363.00,1.75,,,0.2445000,0.6900,4.05
1154,Kepler-279,c,35.73600000,6363.00,1.75,,,,,4.05
1155,Kepler-279,d,54.41400000,6363.00,1.75,,,,,4.05
1156,Kepler-28,b,5.91230000,4590.00,0.70,,,0.1154000,,4.29
1157,Kepler-28,c,8.98580000,4590.00,0.70,,,0.1829000,,4.29
1158,Kepler-280,b,2.13954200,5744.00,0.89,,,0.0842000,0.3300,4.54
1159,Kepler-280,c,4.80709100,5744.00,0.89,,,0.0375000,0.6800,4.54
1160,Kepler-281,b,14.64600800,5723.00,0.90,,,0.2622000,0.9200,4.53
1161,Kepler-281,c,36.33737300,5723.00,0.90,,,0.2837000,0.7700,4.53
1162,Kepler-282,b,9.22052400,5602.00,0.90,,,0.2020000,0.0200,4.46
1163,Kepler-282,c,13.63872300,5602.00,0.90,,,0.2322000,0.0700,4.46
1164,Kepler-282,d,24.80600000,5602.00,0.90,,,,,4.46
1165,Kepler-282,e,44.34700000,5602.00,0.90,,,,,4.46
1166,Kepler-283,b,11.00815100,4351.00,0.57,,,0.0870000,0.5100,4.72
1167,Kepler-283,c,92.74371100,4351.00,0.57,,,0.2616000,0.4400,4.72
1168,Kepler-284,b,12.69914900,5615.00,0.81,,,0.1175000,0.2400,4.58
1169,Kepler-284,c,37.51445600,5615.00,0.81,,,0.2230000,0.6200,4.58
1170,Kepler-285,b,2.63386700,5411.00,0.81,,,0.0859000,0.0900,4.58
1171,Kepler-285,c,6.18667600,5411.00,0.81,,,0.1212000,0.0800,4.58
1172,Kepler-286,b,1.79630200,5580.00,0.86,,,0.0822000,0.0600,4.50
1173,Kepler-286,c,3.46809500,5580.00,0.86,,,0.0960000,0.2000,4.50
1174,Kepler-286,d,5.91432300,5580.00,0.86,,,0.1106000,0.0600,4.50
1175,Kepler-286,e,29.22128900,5580.00,0.86,,,0.1638000,0.6400,4.50
1176,Kepler-287,b,20.34219900,5806.00,1.03,,,0.0940000,0.2400,4.40
1177,Kepler-287,c,44.85189600,5806.00,1.03,,,0.1493000,0.8300,4.40
1178,Kepler-288,b,6.09732600,5918.00,1.09,,,0.1377000,0.2100,4.35
1179,Kepler-288,c,19.30577200,5918.00,1.09,,,0.1747000,0.0600,4.35
1180,Kepler-288,d,56.63374200,5918.00,1.09,,,0.2516000,0.4100,4.35
1181,Kepler-289,b,34.54500000,5990.00,1.00,,,0.1324000,0.0400,4.47
1182,Kepler-289,c,125.85180000,5990.00,1.00,,,0.3361000,0.3940,4.47
1183,Kepler-289,d,66.06340000,5990.00,1.00,,,0.1482000,0.0500,4.47
1184,Kepler-29,b,10.33760000,5750.00,0.96,,0.120400,0.1170000,,5.00
1185,Kepler-29,c,13.29070000,5750.00,0.96,,0.087100,0.1270000,,5.00
1186,Kepler-290,b,14.58934700,5147.00,0.74,,,0.1002000,0.6000,4.62
1187,Kepler-290,c,36.77031000,5147.00,0.74,,,0.1782000,0.2200,4.62
1188,Kepler-291,b,3.54651100,6002.00,1.02,,,0.0944000,0.3300,4.47
1189,Kepler-291,c,5.70078600,6002.00,1.02,,,0.0686000,0.5700,4.47
1190,Kepler-292,b,2.58082700,5299.00,0.83,,,0.0872000,0.0900,4.54
1191,Kepler-292,c,3.71533500,5299.00,0.83,,,0.0967000,0.3800,4.54
1192,Kepler-292,d,7.05567900,5299.00,0.83,,,0.1310000,0.3500,4.54
1193,Kepler-292,e,11.97901000,5299.00,0.83,,,0.1706000,0.9100,4.54
1194,Kepler-292,f,20.83423700,5299.00,0.83,,,0.1809000,0.4600,4.54
1195,Kepler-293,b,19.25419600,5804.00,0.96,,,0.1889000,0.5000,4.50
1196,Kepler-293,c,54.15574300,5804.00,0.96,,,0.1920000,0.9100,4.50
1197,Kepler-294,b,3.70121200,5913.00,0.98,,,0.1032000,0.0500,4.49
1198,Kepler-294,c,6.62640000,5913.00,0.98,,,0.1323000,0.1400,4.49
1199,Kepler-295,b,12.64516400,5603.00,0.90,,,0.3589000,0.0200,4.44
1200,Kepler-295,c,21.52625800,5603.00,0.90,,,0.3422000,0.0500,4.44
1201,Kepler-295,d,33.88405400,5603.00,0.90,,,0.2239000,0.5000,4.44
1202,Kepler-296,b,3.62145700,3572.00,0.43,,,0.0720000,0.0000,4.83
1203,Kepler-296,c,5.84164800,3572.00,0.43,,,0.0786000,0.5400,4.83
1204,Kepler-296,d,19.85024200,3572.00,0.43,,,0.1177000,0.6500,4.83
1205,Kepler-296,e,34.14204000,3572.00,0.43,,,0.1508000,0.1800,4.83
1206,Kepler-296,f,63.33600000,3572.00,0.43,,,0.1500000,0.0900,4.83
1207,Kepler-297,b,38.87182600,5619.00,0.92,,,0.2552000,0.4600,4.47
1208,Kepler-297,c,74.92013700,5619.00,0.92,,,0.1998000,0.8100,4.47
1209,Kepler-298,b,10.47546400,4465.00,0.58,,,0.0967000,0.4200,4.71
1210,Kepler-298,c,22.92881000,4465.00,0.58,,,0.0999000,0.5900,4.71
1211,Kepler-298,d,77.47363300,4465.00,0.58,,,0.1847000,0.7500,4.71
1212,Kepler-299,b,2.92712800,5617.00,1.03,,,0.1061000,0.3800,4.39
1213,Kepler-299,c,6.88587500,5617.00,1.03,,,0.1670000,0.9500,4.39
1214,Kepler-299,d,15.05478600,5617.00,1.03,,,0.1783000,0.5200,4.39
1215,Kepler-299,e,38.28548900,5617.00,1.03,,,0.2349000,0.2200,4.39
1216,Kepler-30,b,29.33434000,5498.00,0.95,,0.165000,,0.3800,4.77
1217,Kepler-30,c,60.32310500,5498.00,0.95,,1.620000,,0.4000,4.77
1218,Kepler-30,d,143.34394000,5498.00,0.95,,0.830000,,0.3800,4.77
1219,Kepler-300,b,10.44634700,5986.00,0.90,,,0.0913000,0.3300,4.53
1220,Kepler-300,c,40.71495500,5986.00,0.90,,,0.3622000,0.7000,4.53
1221,Kepler-301,b,2.50855300,5815.00,0.90,,,0.0956000,0.0900,4.53
1222,Kepler-301,c,5.41902600,5815.00,0.90,,,0.0950000,0.1100,4.53
1223,Kepler-301,d,13.75124300,5815.00,0.90,,,0.1649000,0.2700,4.53
1224,Kepler-302,b,30.18410400,5740.00,1.22,,,0.2475000,0.7300,4.29
1225,Kepler-302,c,127.28218400,5740.00,1.22,,,0.2983000,0.8300,4.29
1226,Kepler-303,b,1.93705500,3944.00,0.48,,,0.0640000,0.4500,4.77
1227,Kepler-303,c,7.06114900,3944.00,0.48,,,0.0439000,0.6800,4.77
1228,Kepler-304,b,3.29570900,4731.00,0.69,,,0.0749000,0.4200,4.63
1229,Kepler-304,c,5.31594600,4731.00,0.69,,,0.0464000,0.4900,4.63
1230,Kepler-304,d,9.65347100,4731.00,0.69,,,0.1245000,0.7500,4.63
1231,Kepler-305,b,5.48700000,5100.00,0.79,,,,,4.56
1232,Kepler-305,c,8.29100000,5100.00,0.79,,,,,4.56
1233,Kepler-305,d,16.73866100,5100.00,0.79,,,0.1025000,0.6200,4.56
1234,Kepler-306,b,4.64618600,4954.00,0.72,,,0.0965000,0.0700,4.61
1235,Kepler-306,c,7.24019300,4954.00,0.72,,,0.1272000,0.8300,4.61
1236,Kepler-306,d,17.32664400,4954.00,0.72,,,0.1990000,0.9000,4.61
1237,Kepler-306,e,44.84097500,4954.00,0.72,,,0.2285000,0.3100,4.61
1238,Kepler-307,b,10.41600000,5445.00,1.08,,,,,4.36
1239,Kepler-307,c,13.08400000,5445.00,1.08,,,,,4.36
1240,Kepler-308,b,9.69492800,5895.00,0.94,,,0.1087000,0.3000,4.51
1241,Kepler-308,c,15.38231000,5895.00,0.94,,,0.1646000,0.1900,4.51
1242,Kepler-309,b,5.92365300,4713.00,0.72,,,0.1161000,0.8100,4.61
1243,Kepler-309,c,105.35638300,4713.00,0.72,,,0.1524000,0.4000,4.61
1244,Kepler-31,b,20.86130000,6034.00,1.31,,0.189500,0.2080000,,4.22
1245,Kepler-31,c,42.63180000,6034.00,1.31,,0.172900,0.2510000,,4.22
1246,Kepler-31,d,87.64890100,6034.00,1.31,,,0.3665000,0.5700,4.22
1247,Kepler-310,b,13.93069800,5797.00,0.88,,,0.0877000,0.2100,4.52
1248,Kepler-310,c,56.47542000,5797.00,0.88,,,0.2555000,0.8900,4.52
1249,Kepler-310,d,92.87612500,5797.00,0.88,,,0.2969000,0.7900,4.52
1250,Kepler-311,b,9.17609200,5905.00,1.19,,,0.1809000,0.0100,4.31
1251,Kepler-311,c,19.73828600,5905.00,1.19,,,0.2025000,0.4200,4.31
1252,Kepler-312,b,1.77241900,6115.00,1.47,,,0.1022000,0.3600,4.19
1253,Kepler-312,c,19.74741200,6115.00,1.47,,,0.1407000,0.1800,4.19
1254,Kepler-313,b,14.97041800,5727.00,1.54,,,0.2441000,0.0200,4.13
1255,Kepler-313,c,32.27327300,5727.00,1.54,,,0.2713000,0.7400,4.13
1256,Kepler-314,b,2.46106900,5378.00,0.95,,,0.0955000,0.2100,4.46
1257,Kepler-314,c,5.96039200,5378.00,0.95,,,0.1152000,0.7500,4.46
1258,Kepler-315,b,96.10114100,5796.00,1.04,,,0.3483000,0.7400,4.38
1259,Kepler-315,c,265.46933500,5796.00,1.04,,,0.4243000,0.9400,4.38
1260,Kepler-316,b,2.24050800,4204.00,0.52,,,0.0579000,0.1400,4.74
1261,Kepler-316,c,6.82776600,4204.00,0.52,,,0.1008000,0.1800,4.74
1262,Kepler-317,b,5.52424200,5497.00,0.94,,,0.1113000,0.3000,4.49
1263,Kepler-317,c,8.77501000,5497.00,0.94,,,0.1190000,0.3800,4.49
1264,Kepler-318,b,4.66271500,5746.00,1.19,,,0.1144000,0.0700,4.33
1265,Kepler-318,c,11.81500700,5746.00,1.19,,,0.1065000,0.0100,4.33
1266,Kepler-319,b,4.36270500,5526.00,0.90,,,0.0914000,0.2600,4.49
1267,Kepler-319,c,6.94135700,5526.00,0.90,,,0.0746000,0.1300,4.49
1268,Kepler-319,d,31.78192500,5526.00,0.90,,,0.1610000,0.5500,4.49
1269,Kepler-32,b,5.90124000,3793.00,0.53,,0.165000,0.0880000,,4.74
1270,Kepler-32,c,8.75220000,3793.00,0.53,,0.145300,0.0970000,,4.74
1271,Kepler-32,d,22.78020000,3793.00,0.53,340,,,,4.74
1272,Kepler-32,e,2.89600000,3793.00,0.53,680,,,,4.74
1273,Kepler-32,f,0.74296000,3793.00,0.53,1100,,,,4.74
1274,Kepler-320,b,8.37155400,6435.00,1.11,,,0.1683000,0.6700,4.42
1275,Kepler-320,c,17.93493700,6435.00,1.11,,,0.2192000,0.2200,4.42
1276,Kepler-321,b,4.91537900,5740.00,1.19,,,0.1135000,0.0600,4.30
1277,Kepler-321,c,13.09392100,5740.00,1.19,,,0.0892000,0.0100,4.30
1278,Kepler-322,b,1.65388800,5388.00,0.89,,,0.0697000,0.3800,4.50
1279,Kepler-322,c,4.33723400,5388.00,0.89,,,0.1023000,0.2300,4.50
1280,Kepler-323,b,1.67832700,5987.00,1.18,,,0.0983000,0.0900,4.31
1281,Kepler-323,c,3.55382200,5987.00,1.18,,,0.1271000,0.1000,4.31
1282,Kepler-324,b,4.38531500,5194.00,0.84,,,0.1037000,0.3800,4.53
1283,Kepler-324,c,51.80561200,5194.00,0.84,,,0.2745000,0.8300,4.53
1284,Kepler-325,b,4.54443900,5752.00,1.00,,,0.0732000,0.1800,4.41
1285,Kepler-325,c,12.76217200,5752.00,1.00,,,0.0766000,0.4000,4.41
1286,Kepler-325,d,38.71518500,5752.00,1.00,,,0.1441000,0.1700,4.41
1287,Kepler-326,b,2.24832900,5105.00,0.80,,,0.0863000,0.8800,4.56
1288,Kepler-326,c,4.58035800,5105.00,0.80,,,0.0892000,0.2600,4.56
1289,Kepler-326,d,6.76688800,5105.00,0.80,,,0.0680000,0.2200,4.56
1290,Kepler-327,b,2.54957500,3799.00,0.49,,,0.0695000,0.0300,4.76
1291,Kepler-327,c,5.21233300,3799.00,0.49,,,0.0887000,0.2200,4.76
1292,Kepler-327,d,13.96945700,3799.00,0.49,,,0.0587000,0.7100,4.76
1293,Kepler-328,b,34.92100000,5914.00,1.06,,,,,4.44
1294,Kepler-328,c,71.31200000,5914.00,1.06,,,,,4.44
1295,Kepler-329,b,7.41639700,4257.00,0.52,,,0.0903000,0.8900,4.74
1296,Kepler-329,c,18.68473700,4257.00,0.52,,,0.1645000,0.6400,4.74
1297,Kepler-33,b,5.66793000,5904.00,1.82,,0.008680,0.2033000,0.5000,4.03
1298,Kepler-33,c,13.17562000,5904.00,1.82,,0.029770,0.2792000,0.4400,4.03
1299,Kepler-33,d,21.77596000,5904.00,1.82,,0.083140,0.3338000,0.4400,4.03
1300,Kepler-33,e,31.78440000,5904.00,1.82,,0.046700,0.3708000,0.4700,4.03
1301,Kepler-33,f,41.02902000,5904.00,1.82,,0.057900,0.4113000,0.4300,4.03
1302,Kepler-330,b,8.25978000,5117.00,0.72,,,0.1252000,0.6400,4.64
1303,Kepler-330,c,15.95538700,5117.00,0.72,,,0.1632000,0.2200,4.64
1304,Kepler-331,b,8.45749600,4347.00,0.49,,,0.0960000,0.4800,4.77
1305,Kepler-331,c,17.28111000,4347.00,0.49,,,0.1155000,0.0800,4.77
1306,Kepler-331,d,32.13432800,4347.00,0.49,,,0.1173000,0.2900,4.77
1307,Kepler-332,b,7.62632400,4955.00,0.72,,,0.0987000,0.1300,4.61
1308,Kepler-332,c,15.99562200,4955.00,0.72,,,0.1408000,0.0800,4.61
1309,Kepler-332,d,34.21154000,4955.00,0.72,,,0.1962000,0.5100,4.61
1310,Kepler-333,b,12.55115800,4259.00,0.53,,,0.1340000,0.7600,4.73
1311,Kepler-333,c,24.08821000,4259.00,0.53,,,0.1663000,0.7400,4.73
1312,Kepler-334,b,5.47031900,5828.00,1.07,,,0.1267000,0.1100,4.38
1313,Kepler-334,c,12.75800500,5828.00,1.07,,,0.1703000,0.0300,4.38
1314,Kepler-334,d,25.09849000,5828.00,1.07,,,0.1153000,0.0700,4.38
1315,Kepler-335,b,6.56233100,5877.00,1.85,,,0.1681000,0.8300,4.02
1316,Kepler-335,c,67.84446900,5877.00,1.85,,,0.5065000,0.7700,4.02
1317,Kepler-336,b,2.02482300,5867.00,1.30,,,0.1151000,0.0600,4.26
1318,Kepler-336,c,9.60000100,5867.00,1.30,,,0.1768000,0.0500,4.26
1319,Kepler-336,d,20.67877200,5867.00,1.30,,,0.1881000,0.5000,4.26
1320,Kepler-337,b,3.29278100,5684.00,1.76,,,0.1986000,0.0300,4.00
1321,Kepler-337,c,9.69320100,5684.00,1.76,,,0.2295000,0.0000,4.00
1322,Kepler-338,b,13.72697600,5923.00,1.74,,,0.3037000,0.1400,4.02
1323,Kepler-338,c,24.31085600,5923.00,1.74,,,0.3675000,0.0300,4.02
1324,Kepler-338,d,44.43101400,5923.00,1.74,,,0.4427000,0.7900,4.02
1325,Kepler-338,e,9.34100000,5923.00,1.74,,,,,4.02
1326,Kepler-339,b,4.97765600,5631.00,0.80,,,0.1064000,0.6000,4.59
1327,Kepler-339,c,6.98805500,5631.00,0.80,,,0.1313000,0.4600,4.59
1328,Kepler-339,d,10.55834500,5631.00,0.80,,,0.1421000,0.2500,4.59
1329,Kepler-34,b,288.82200000,5913.00,1.16,,,,,4.33
1330,Kepler-340,b,14.84438700,6620.00,1.85,,,0.2344000,0.3100,4.06
1331,Kepler-340,c,22.82466900,6620.00,1.85,,,0.2756000,0.1200,4.06
1332,Kepler-341,b,5.19552800,6012.00,1.02,,,0.1590000,0.1500,4.44
1333,Kepler-341,c,8.01041000,6012.00,1.02,,,0.1757000,0.2100,4.44
1334,Kepler-341,d,27.66631300,6012.00,1.02,,,0.2520000,0.2700,4.44
1335,Kepler-341,e,42.47326900,6012.00,1.02,,,0.2987000,0.7400,4.44
1336,Kepler-342,b,15.17031800,6175.00,1.47,,,0.1673000,0.0100,4.19
1337,Kepler-342,c,26.23413800,6175.00,1.47,,,0.1015000,0.1200,4.19
1338,Kepler-342,d,39.45935700,6175.00,1.47,,,0.3402000,0.7500,4.19
1339,Kepler-343,b,8.96855000,5807.00,1.43,,,0.1803000,0.7300,4.18
1340,Kepler-343,c,23.22182000,5807.00,1.43,,,0.1128000,0.0000,4.18
1341,Kepler-344,b,21.96394500,5774.00,0.98,,,0.1115000,0.2900,4.45
1342,Kepler-344,c,125.59680900,5774.00,0.98,,,0.3139000,0.0300,4.45
1343,Kepler-345,b,7.41556300,4504.00,0.62,,,0.0821000,0.1500,4.68
1344,Kepler-345,c,9.38742700,4504.00,0.62,,,0.0648000,0.2000,4.68
1345,Kepler-346,b,6.51112700,6033.00,1.02,,,0.0629000,0.3200,4.46
1346,Kepler-346,c,23.85154900,6033.00,1.02,,,0.0994000,0.6300,4.46
1347,Kepler-347,b,12.79836000,6088.00,1.00,,,0.2602000,0.7100,4.47
1348,Kepler-347,c,27.32087100,6088.00,1.00,,,0.1636000,0.7700,4.47
1349,Kepler-348,b,7.05677000,6177.00,1.36,,,0.0795000,0.0500,4.24
1350,Kepler-348,c,17.26542700,6177.00,1.36,,,0.2161000,0.6200,4.24
1351,Kepler-349,b,5.92977800,5956.00,0.93,,,0.0985000,0.4800,4.52
1352,Kepler-349,c,12.24762900,5956.00,0.93,,,0.1366000,0.1500,4.52
1353,Kepler-35,b,131.45800000,5606.00,1.03,,,,,4.36
1354,Kepler-350,b,11.18956200,6186.00,1.53,,,0.2133000,0.3800,4.15
1355,Kepler-350,c,17.84900000,6186.00,1.53,,,,,4.15
1356,Kepler-350,d,26.13600000,6186.00,1.53,,,,,4.15
1357,Kepler-351,b,37.05491900,5643.00,0.85,,,0.2134000,0.8600,4.56
1358,Kepler-351,c,57.24809000,5643.00,0.85,,,0.2468000,0.2100,4.56
1359,Kepler-352,b,10.05537000,5212.00,0.78,,,0.1235000,0.2600,4.57
1360,Kepler-352,c,16.33299500,5212.00,0.78,,,0.0884000,0.1200,4.57
1361,Kepler-353,b,5.79527800,3903.00,0.50,,,0.0910000,0.2700,4.75
1362,Kepler-353,c,8.41089400,3903.00,0.50,,,0.0939000,0.4600,4.75
1363,Kepler-354,b,5.47666000,4648.00,0.67,,,0.1043000,0.7300,4.63
1364,Kepler-354,c,16.93440200,4648.00,0.67,,,0.1440000,0.6300,4.63
1365,Kepler-354,d,24.20984200,4648.00,0.67,,,0.1822000,0.1600,4.63
1366,Kepler-355,b,11.03189000,6184.00,1.07,,,0.2056000,0.3800,4.44
1367,Kepler-355,c,25.76229400,6184.00,1.07,,,0.2840000,0.2600,4.44
1368,Kepler-356,b,4.61269600,6133.00,1.33,,,0.1238000,0.2600,4.26
1369,Kepler-356,c,13.12163200,6133.00,1.33,,,0.1511000,0.1600,4.26
1370,Kepler-357,b,6.47543400,5036.00,0.83,,,0.1105000,0.2700,4.50
1371,Kepler-357,c,16.85837000,5036.00,0.83,,,0.0840000,0.8200,4.50
1372,Kepler-357,d,49.49987500,5036.00,0.83,,,0.2747000,0.9100,4.50
1373,Kepler-358,b,34.06046700,5908.00,0.95,,,0.1025000,0.3800,4.50
1374,Kepler-358,c,83.48836900,5908.00,0.95,,,0.2537000,0.2500,4.50
1375,Kepler-359,b,25.56322200,6248.00,1.09,,,0.1785000,0.2100,4.43
1376,Kepler-359,c,57.68802000,6248.00,1.09,,,0.1734000,0.0600,4.43
1377,Kepler-359,d,77.09569100,6248.00,1.09,,,0.1448000,0.9200,4.43
1378,Kepler-36,b,13.83989000,5911.00,1.63,978,,0.2825000,,4.04
1379,Kepler-36,c,16.23855000,5911.00,1.63,928,,0.3101000,,4.04
1380,Kepler-360,b,3.28967200,6053.00,1.06,,,0.0963000,0.0700,4.42
1381,Kepler-360,c,7.18643400,6053.00,1.06,,,0.0586000,0.1900,4.42
1382,Kepler-361,b,8.48661600,6169.00,1.34,,,0.2157000,0.2700,4.25
1383,Kepler-361,c,55.18802300,6169.00,1.34,,,0.3820000,0.0500,4.25
1384,Kepler-362,b,10.32718600,5788.00,0.72,,,0.0751000,0.4200,4.64
1385,Kepler-362,c,37.86628100,5788.00,0.72,,,0.1987000,0.3200,4.64
1386,Kepler-363,b,3.61456800,5593.00,1.49,,,0.1417000,0.0600,4.15
1387,Kepler-363,c,7.54242700,5593.00,1.49,,,0.2042000,0.1000,4.15
1388,Kepler-363,d,11.93212500,5593.00,1.49,,,0.2646000,0.6800,4.15
1389,Kepler-364,b,25.74571800,6108.00,1.28,,,0.2910000,0.6800,4.27
1390,Kepler-364,c,59.98062700,6108.00,1.28,,,0.2743000,0.2700,4.27
1391,Kepler-365,b,10.66490300,6012.00,1.05,,,0.1372000,0.8700,4.43
1392,Kepler-365,c,17.78412900,6012.00,1.05,,,0.1609000,0.2200,4.43
1393,Kepler-366,b,3.28195900,6209.00,1.05,,,0.1188000,0.3300,4.45
1394,Kepler-366,c,12.51616000,6209.00,1.05,,,0.2016000,0.2000,4.45
1395,Kepler-367,b,37.81572400,4710.00,0.69,,,0.1930000,0.9000,4.63
1396,Kepler-367,c,53.57863700,4710.00,0.69,,,0.2182000,0.7500,4.63
1397,Kepler-368,b,26.84768000,5502.00,2.02,,,0.4202000,0.2800,3.90
1398,Kepler-368,c,72.37933400,5502.00,2.02,,,0.3202000,0.4600,3.90
1399,Kepler-369,b,2.73275600,3591.00,0.47,,,0.0432000,0.2700,4.79
1400,Kepler-369,c,14.87157200,3591.00,0.47,,,0.1011000,0.0100,4.79
1401,Kepler-37,b,13.36730800,5417.00,0.77,,0.001190,,0.7100,4.57
1402,Kepler-37,c,21.30188600,5417.00,0.77,,0.008110,,0.6600,4.57
1403,Kepler-37,d,39.79218700,5417.00,0.77,,0.057490,,0.7150,4.57
1404,Kepler-37,e,51.19600000,5417.00,0.77,,,,,4.57
1405,Kepler-370,b,4.57953000,5852.00,0.90,,,0.1367000,0.9100,4.53
1406,Kepler-370,c,19.02293000,5852.00,0.90,,,0.1424000,0.3500,4.53
1407,Kepler-371,b,34.76327800,5666.00,0.99,,,0.1739000,0.6200,4.39
1408,Kepler-371,c,67.96801500,5666.00,0.99,,,0.3251000,0.1000,4.39
1409,Kepler-372,b,6.84969200,6509.00,1.14,,,0.1717000,0.2000,4.41
1410,Kepler-372,c,20.05376300,6509.00,1.14,,,0.2513000,0.2300,4.41
1411,Kepler-372,d,30.09256800,6509.00,1.14,,,0.3125000,0.3000,4.41
1412,Kepler-373,b,5.53530900,5787.00,0.84,,,0.1193000,0.1600,4.56
1413,Kepler-373,c,16.72594800,5787.00,0.84,,,0.1198000,0.4800,4.56
1414,Kepler-374,b,1.89780600,5977.00,0.91,,,0.1100000,0.0500,4.48
1415,Kepler-374,c,3.28280700,5977.00,0.91,,,0.1379000,0.2900,4.48
1416,Kepler-374,d,5.02821900,5977.00,0.91,,,0.1433000,0.6900,4.48
1417,Kepler-375,b,12.12593400,5826.00,0.84,,,0.1267000,0.3200,4.57
1418,Kepler-375,c,19.98632600,5826.00,0.84,,,0.1587000,0.9300,4.57
1419,Kepler-376,b,4.92019900,5900.00,1.18,,,0.1631000,0.3400,4.30
1420,Kepler-376,c,14.17232700,5900.00,1.18,,,0.1087000,0.1900,4.30
1421,Kepler-377,b,12.50952900,5949.00,1.22,,,0.1676000,0.0600,4.30
1422,Kepler-377,c,27.01497600,5949.00,1.22,,,0.2407000,0.3400,4.30
1423,Kepler-378,b,16.09236100,4661.00,0.67,,,0.0807000,0.5400,4.65
1424,Kepler-378,c,28.90600900,4661.00,0.67,,,0.1268000,0.3500,4.65
1425,Kepler-379,b,20.09838000,6054.00,1.31,,,0.2127000,0.0000,4.27
1426,Kepler-379,c,62.78469700,6054.00,1.31,,,0.1949000,0.1800,4.27
